symbol,regime,start_dt,end_dt,bars
SBER,high_vol,2022-07-12 16:30:00+00:00,2022-07-12 16:30:00+00:00,1
SBER,range,2022-07-12 17:00:00+00:00,2022-07-14 00:30:00+00:00,64
SBER,trend,2022-07-14 01:00:00+00:00,2022-07-14 01:00:00+00:00,1
SBER,range,2022-07-14 01:30:00+00:00,2022-07-14 09:30:00+00:00,17
SBER,high_vol,2022-07-14 10:00:00+00:00,2022-07-14 10:30:00+00:00,2
SBER,range,2022-07-14 11:00:00+00:00,2022-07-21 11:00:00+00:00,337
SBER,high_vol,2022-07-21 11:30:00+00:00,2022-07-21 11:30:00+00:00,1
SBER,range,2022-07-21 12:00:00+00:00,2022-07-22 00:30:00+00:00,26
SBER,trend,2022-07-22 01:00:00+00:00,2022-07-22 01:00:00+00:00,1
SBER,range,2022-07-22 01:30:00+00:00,2022-07-23 00:30:00+00:00,47
SBER,trend,2022-07-23 01:00:00+00:00,2022-07-23 01:00:00+00:00,1
SBER,range,2022-07-23 01:30:00+00:00,2022-07-25 10:00:00+00:00,114
SBER,high_vol,2022-07-25 10:30:00+00:00,2022-07-25 10:30:00+00:00,1
SBER,range,2022-07-25 11:00:00+00:00,2022-07-26 00:00:00+00:00,27
SBER,trend,2022-07-26 00:30:00+00:00,2022-07-26 01:00:00+00:00,2
SBER,range,2022-07-26 01:30:00+00:00,2022-07-26 23:30:00+00:00,45
SBER,trend,2022-07-27 00:00:00+00:00,2022-07-27 01:00:00+00:00,3
SBER,range,2022-07-27 01:30:00+00:00,2022-08-01 17:00:00+00:00,272
SBER,trend,2022-08-01 17:30:00+00:00,2022-08-02 00:00:00+00:00,14
SBER,range,2022-08-02 00:30:00+00:00,2022-08-02 00:30:00+00:00,1
SBER,trend,2022-08-02 01:00:00+00:00,2022-08-02 01:00:00+00:00,1
SBER,range,2022-08-02 01:30:00+00:00,2022-08-02 09:30:00+00:00,17
SBER,trend,2022-08-02 10:00:00+00:00,2022-08-02 13:00:00+00:00,7
SBER,range,2022-08-02 13:30:00+00:00,2022-08-03 00:30:00+00:00,23
SBER,trend,2022-08-03 01:00:00+00:00,2022-08-03 01:00:00+00:00,1
SBER,range,2022-08-03 01:30:00+00:00,2022-08-04 00:30:00+00:00,47
SBER,trend,2022-08-04 01:00:00+00:00,2022-08-04 01:00:00+00:00,1
SBER,range,2022-08-04 01:30:00+00:00,2022-08-04 23:30:00+00:00,45
SBER,trend,2022-08-05 00:00:00+00:00,2022-08-05 01:00:00+00:00,3
SBER,range,2022-08-05 01:30:00+00:00,2022-08-05 10:00:00+00:00,18
SBER,high_vol,2022-08-05 10:30:00+00:00,2022-08-05 11:30:00+00:00,3
SBER,range,2022-08-05 12:00:00+00:00,2022-08-05 18:00:00+00:00,13
SBER,trend,2022-08-05 18:30:00+00:00,2022-08-06 01:00:00+00:00,14
SBER,range,2022-08-06 01:30:00+00:00,2022-08-08 09:30:00+00:00,113
SBER,high_vol,2022-08-08 10:00:00+00:00,2022-08-08 10:00:00+00:00,1
SBER,range,2022-08-08 10:30:00+00:00,2022-08-09 00:30:00+00:00,29
SBER,trend,2022-08-09 01:00:00+00:00,2022-08-09 01:00:00+00:00,1
SBER,range,2022-08-09 01:30:00+00:00,2022-08-11 09:30:00+00:00,113
SBER,trend,2022-08-11 10:00:00+00:00,2022-08-11 10:00:00+00:00,1
SBER,range,2022-08-11 10:30:00+00:00,2022-08-17 00:00:00+00:00,268
SBER,trend,2022-08-17 00:30:00+00:00,2022-08-17 01:00:00+00:00,2
SBER,range,2022-08-17 01:30:00+00:00,2022-08-23 17:00:00+00:00,320
SBER,trend,2022-08-23 17:30:00+00:00,2022-08-24 00:30:00+00:00,15
SBER,range,2022-08-24 01:00:00+00:00,2022-08-31 09:30:00+00:00,354
SBER,high_vol,2022-08-31 10:00:00+00:00,2022-08-31 15:00:00+00:00,11
SBER,range,2022-08-31 15:30:00+00:00,2022-08-31 20:00:00+00:00,10
SBER,trend,2022-08-31 20:30:00+00:00,2022-09-01 01:00:00+00:00,10
SBER,range,2022-09-01 01:30:00+00:00,2022-09-02 09:30:00+00:00,65
SBER,trend,2022-09-02 10:00:00+00:00,2022-09-02 10:00:00+00:00,1
SBER,high_vol,2022-09-02 10:30:00+00:00,2022-09-02 12:00:00+00:00,4
SBER,range,2022-09-02 12:30:00+00:00,2022-09-02 12:30:00+00:00,1
SBER,high_vol,2022-09-02 13:00:00+00:00,2022-09-02 17:30:00+00:00,10
SBER,trend,2022-09-02 18:00:00+00:00,2022-09-03 01:00:00+00:00,15
SBER,range,2022-09-03 01:30:00+00:00,2022-09-05 09:30:00+00:00,113
SBER,high_vol,2022-09-05 10:00:00+00:00,2022-09-05 13:00:00+00:00,7
SBER,range,2022-09-05 13:30:00+00:00,2022-09-06 22:30:00+00:00,67
SBER,trend,2022-09-06 23:00:00+00:00,2022-09-07 01:00:00+00:00,5
SBER,range,2022-09-07 01:30:00+00:00,2022-09-07 09:30:00+00:00,17
SBER,trend,2022-09-07 10:00:00+00:00,2022-09-07 10:00:00+00:00,1
SBER,range,2022-09-07 10:30:00+00:00,2022-09-08 23:00:00+00:00,74
SBER,trend,2022-09-08 23:30:00+00:00,2022-09-08 23:30:00+00:00,1
SBER,range,2022-09-09 00:00:00+00:00,2022-09-09 09:30:00+00:00,20
SBER,trend,2022-09-09 10:00:00+00:00,2022-09-09 10:30:00+00:00,2
SBER,range,2022-09-09 11:00:00+00:00,2022-09-15 00:00:00+00:00,267
SBER,trend,2022-09-15 00:30:00+00:00,2022-09-15 06:00:00+00:00,12
SBER,range,2022-09-15 06:30:00+00:00,2022-09-16 00:30:00+00:00,37
SBER,trend,2022-09-16 01:00:00+00:00,2022-09-16 06:00:00+00:00,11
SBER,range,2022-09-16 06:30:00+00:00,2022-09-17 05:00:00+00:00,46
SBER,trend,2022-09-17 05:30:00+00:00,2022-09-17 06:00:00+00:00,2
SBER,range,2022-09-17 06:30:00+00:00,2022-09-20 14:30:00+00:00,161
SBER,high_vol,2022-09-20 15:00:00+00:00,2022-09-20 23:30:00+00:00,18
SBER,trend,2022-09-21 00:00:00+00:00,2022-09-21 06:00:00+00:00,13
SBER,range,2022-09-21 06:30:00+00:00,2022-09-21 09:30:00+00:00,7
SBER,high_vol,2022-09-21 10:00:00+00:00,2022-09-21 19:30:00+00:00,20
SBER,trend,2022-09-21 20:00:00+00:00,2022-09-22 06:00:00+00:00,21
SBER,range,2022-09-22 06:30:00+00:00,2022-09-22 09:30:00+00:00,7
SBER,high_vol,2022-09-22 10:00:00+00:00,2022-09-22 12:00:00+00:00,5
SBER,range,2022-09-22 12:30:00+00:00,2022-09-23 05:30:00+00:00,35
SBER,trend,2022-09-23 06:00:00+00:00,2022-09-23 06:00:00+00:00,1
SBER,range,2022-09-23 06:30:00+00:00,2022-09-23 10:30:00+00:00,9
SBER,high_vol,2022-09-23 11:00:00+00:00,2022-09-23 19:00:00+00:00,17
SBER,range,2022-09-23 19:30:00+00:00,2022-09-23 23:00:00+00:00,8
SBER,trend,2022-09-23 23:30:00+00:00,2022-09-24 06:00:00+00:00,14
SBER,range,2022-09-24 06:30:00+00:00,2022-09-26 09:30:00+00:00,103
SBER,high_vol,2022-09-26 10:00:00+00:00,2022-09-26 23:30:00+00:00,28
SBER,range,2022-09-27 00:00:00+00:00,2022-09-27 00:00:00+00:00,1
SBER,trend,2022-09-27 00:30:00+00:00,2022-09-27 03:00:00+00:00,6
SBER,range,2022-09-27 03:30:00+00:00,2022-09-27 05:00:00+00:00,4
SBER,trend,2022-09-27 05:30:00+00:00,2022-09-27 06:00:00+00:00,2
SBER,range,2022-09-27 06:30:00+00:00,2022-09-27 09:30:00+00:00,7
SBER,high_vol,2022-09-27 10:00:00+00:00,2022-09-27 21:00:00+00:00,23
SBER,range,2022-09-27 21:30:00+00:00,2022-09-28 09:30:00+00:00,25
SBER,high_vol,2022-09-28 10:00:00+00:00,2022-09-28 18:00:00+00:00,17
SBER,range,2022-09-28 18:30:00+00:00,2022-09-29 12:30:00+00:00,37
SBER,high_vol,2022-09-29 13:00:00+00:00,2022-09-29 13:00:00+00:00,1
SBER,range,2022-09-29 13:30:00+00:00,2022-09-29 13:30:00+00:00,1
SBER,high_vol,2022-09-29 14:00:00+00:00,2022-09-29 15:00:00+00:00,3
SBER,range,2022-09-29 15:30:00+00:00,2022-09-29 16:00:00+00:00,2
SBER,high_vol,2022-09-29 16:30:00+00:00,2022-09-29 16:30:00+00:00,1
SBER,range,2022-09-29 17:00:00+00:00,2022-09-30 10:00:00+00:00,35
SBER,high_vol,2022-09-30 10:30:00+00:00,2022-09-30 22:00:00+00:00,24
SBER,range,2022-09-30 22:30:00+00:00,2022-10-03 21:00:00+00:00,142
SBER,trend,2022-10-03 21:30:00+00:00,2022-10-04 06:00:00+00:00,18
SBER,range,2022-10-04 06:30:00+00:00,2022-10-04 10:00:00+00:00,8
SBER,high_vol,2022-10-04 10:30:00+00:00,2022-10-04 15:00:00+00:00,10
SBER,range,2022-10-04 15:30:00+00:00,2022-10-04 16:00:00+00:00,2
SBER,high_vol,2022-10-04 16:30:00+00:00,2022-10-04 16:30:00+00:00,1
SBER,range,2022-10-04 17:00:00+00:00,2022-10-05 03:00:00+00:00,21
SBER,trend,2022-10-05 03:30:00+00:00,2022-10-05 03:30:00+00:00,1
SBER,range,2022-10-05 04:00:00+00:00,2022-10-05 04:30:00+00:00,2
SBER,trend,2022-10-05 05:00:00+00:00,2022-10-05 06:00:00+00:00,3
SBER,range,2022-10-05 06:30:00+00:00,2022-10-05 09:30:00+00:00,7
SBER,high_vol,2022-10-05 10:00:00+00:00,2022-10-05 12:00:00+00:00,5
SBER,range,2022-10-05 12:30:00+00:00,2022-10-05 12:30:00+00:00,1
SBER,high_vol,2022-10-05 13:00:00+00:00,2022-10-05 13:00:00+00:00,1
SBER,range,2022-10-05 13:30:00+00:00,2022-10-06 03:00:00+00:00,28
SBER,trend,2022-10-06 03:30:00+00:00,2022-10-06 06:00:00+00:00,6
SBER,range,2022-10-06 06:30:00+00:00,2022-10-07 18:00:00+00:00,72
SBER,trend,2022-10-07 18:30:00+00:00,2022-10-07 19:30:00+00:00,3
SBER,range,2022-10-07 20:00:00+00:00,2022-10-07 22:30:00+00:00,6
SBER,high_vol,2022-10-07 23:00:00+00:00,2022-10-07 23:00:00+00:00,1
SBER,trend,2022-10-07 23:30:00+00:00,2022-10-08 06:00:00+00:00,14
SBER,range,2022-10-08 06:30:00+00:00,2022-10-10 09:30:00+00:00,103
SBER,high_vol,2022-10-10 10:00:00+00:00,2022-10-10 18:30:00+00:00,18
SBER,trend,2022-10-10 19:00:00+00:00,2022-10-11 06:00:00+00:00,23
SBER,range,2022-10-11 06:30:00+00:00,2022-10-11 09:30:00+00:00,7
SBER,high_vol,2022-10-11 10:00:00+00:00,2022-10-11 15:00:00+00:00,11
SBER,range,2022-10-11 15:30:00+00:00,2022-10-11 15:30:00+00:00,1
SBER,high_vol,2022-10-11 16:00:00+00:00,2022-10-11 16:30:00+00:00,2
SBER,range,2022-10-11 17:00:00+00:00,2022-10-11 20:00:00+00:00,7
SBER,trend,2022-10-11 20:30:00+00:00,2022-10-12 06:00:00+00:00,20
SBER,range,2022-10-12 06:30:00+00:00,2022-10-15 00:30:00+00:00,133
SBER,trend,2022-10-15 01:00:00+00:00,2022-10-15 06:00:00+00:00,11
SBER,range,2022-10-15 06:30:00+00:00,2022-10-17 18:00:00+00:00,120
SBER,trend,2022-10-17 18:30:00+00:00,2022-10-18 06:00:00+00:00,24
SBER,range,2022-10-18 06:30:00+00:00,2022-10-19 09:30:00+00:00,55
SBER,high_vol,2022-10-19 10:00:00+00:00,2022-10-19 10:00:00+00:00,1
SBER,range,2022-10-19 10:30:00+00:00,2022-10-20 17:00:00+00:00,62
SBER,trend,2022-10-20 17:30:00+00:00,2022-10-20 17:30:00+00:00,1
SBER,range,2022-10-20 18:00:00+00:00,2022-10-20 19:00:00+00:00,3
SBER,trend,2022-10-20 19:30:00+00:00,2022-10-21 06:00:00+00:00,22
SBER,range,2022-10-21 06:30:00+00:00,2022-10-21 20:00:00+00:00,28
SBER,trend,2022-10-21 20:30:00+00:00,2022-10-22 06:00:00+00:00,20
SBER,range,2022-10-22 06:30:00+00:00,2022-10-24 10:30:00+00:00,105
SBER,high_vol,2022-10-24 11:00:00+00:00,2022-10-24 11:00:00+00:00,1
SBER,range,2022-10-24 11:30:00+00:00,2022-10-25 18:00:00+00:00,62
SBER,trend,2022-10-25 18:30:00+00:00,2022-10-26 06:00:00+00:00,24
SBER,range,2022-10-26 06:30:00+00:00,2022-10-26 10:30:00+00:00,9
SBER,high_vol,2022-10-26 11:00:00+00:00,2022-10-26 11:00:00+00:00,1
SBER,range,2022-10-26 11:30:00+00:00,2022-10-26 11:30:00+00:00,1
SBER,high_vol,2022-10-26 12:00:00+00:00,2022-10-26 15:30:00+00:00,8
SBER,range,2022-10-26 16:00:00+00:00,2022-10-26 16:00:00+00:00,1
SBER,high_vol,2022-10-26 16:30:00+00:00,2022-10-26 17:30:00+00:00,3
SBER,range,2022-10-26 18:00:00+00:00,2022-10-27 01:30:00+00:00,16
SBER,trend,2022-10-27 02:00:00+00:00,2022-10-27 06:00:00+00:00,9
SBER,range,2022-10-27 06:30:00+00:00,2022-10-27 23:30:00+00:00,35
SBER,trend,2022-10-28 00:00:00+00:00,2022-10-28 05:30:00+00:00,12
SBER,range,2022-10-28 06:00:00+00:00,2022-10-29 03:30:00+00:00,44
SBER,trend,2022-10-29 04:00:00+00:00,2022-10-29 06:00:00+00:00,5
SBER,range,2022-10-29 06:30:00+00:00,2022-11-07 18:30:00+00:00,457
SBER,trend,2022-11-07 19:00:00+00:00,2022-11-08 06:00:00+00:00,23
SBER,range,2022-11-08 06:30:00+00:00,2022-11-10 02:30:00+00:00,89
SBER,trend,2022-11-10 03:00:00+00:00,2022-11-10 05:30:00+00:00,6
SBER,range,2022-11-10 06:00:00+00:00,2022-11-10 10:30:00+00:00,10
SBER,high_vol,2022-11-10 11:00:00+00:00,2022-11-10 13:00:00+00:00,5
SBER,range,2022-11-10 13:30:00+00:00,2022-11-10 17:30:00+00:00,9
SBER,trend,2022-11-10 18:00:00+00:00,2022-11-11 06:00:00+00:00,25
SBER,range,2022-11-11 06:30:00+00:00,2022-11-11 09:30:00+00:00,7
SBER,trend,2022-11-11 10:00:00+00:00,2022-11-11 10:00:00+00:00,1
SBER,range,2022-11-11 10:30:00+00:00,2022-11-11 23:30:00+00:00,27
SBER,trend,2022-11-12 00:00:00+00:00,2022-11-12 06:00:00+00:00,13
SBER,range,2022-11-12 06:30:00+00:00,2022-11-14 21:30:00+00:00,127
SBER,trend,2022-11-14 22:00:00+00:00,2022-11-14 22:00:00+00:00,1
SBER,range,2022-11-14 22:30:00+00:00,2022-11-14 23:00:00+00:00,2
SBER,trend,2022-11-14 23:30:00+00:00,2022-11-15 06:00:00+00:00,14
SBER,range,2022-11-15 06:30:00+00:00,2022-11-16 05:30:00+00:00,47
SBER,trend,2022-11-16 06:00:00+00:00,2022-11-16 06:00:00+00:00,1
SBER,range,2022-11-16 06:30:00+00:00,2022-11-17 05:00:00+00:00,46
SBER,trend,2022-11-17 05:30:00+00:00,2022-11-17 06:00:00+00:00,2
SBER,range,2022-11-17 06:30:00+00:00,2022-11-30 04:30:00+00:00,621
SBER,trend,2022-11-30 05:00:00+00:00,2022-11-30 06:00:00+00:00,3
SBER,range,2022-11-30 06:30:00+00:00,2022-12-05 10:00:00+00:00,248
SBER,high_vol,2022-12-05 10:30:00+00:00,2022-12-05 11:00:00+00:00,2
SBER,range,2022-12-05 11:30:00+00:00,2022-12-05 17:00:00+00:00,12
SBER,trend,2022-12-05 17:30:00+00:00,2022-12-06 06:00:00+00:00,26
SBER,range,2022-12-06 06:30:00+00:00,2022-12-08 00:00:00+00:00,84
SBER,trend,2022-12-08 00:30:00+00:00,2022-12-08 06:00:00+00:00,12
SBER,range,2022-12-08 06:30:00+00:00,2022-12-09 04:30:00+00:00,45
SBER,trend,2022-12-09 05:00:00+00:00,2022-12-09 06:00:00+00:00,3
SBER,range,2022-12-09 06:30:00+00:00,2022-12-14 02:30:00+00:00,233
SBER,trend,2022-12-14 03:00:00+00:00,2022-12-14 06:00:00+00:00,7
SBER,range,2022-12-14 06:30:00+00:00,2022-12-15 23:00:00+00:00,82
SBER,trend,2022-12-15 23:30:00+00:00,2022-12-16 06:00:00+00:00,14
SBER,range,2022-12-16 06:30:00+00:00,2022-12-20 18:00:00+00:00,216
SBER,trend,2022-12-20 18:30:00+00:00,2022-12-21 04:00:00+00:00,20
SBER,range,2022-12-21 04:30:00+00:00,2022-12-21 04:30:00+00:00,1
SBER,trend,2022-12-21 05:00:00+00:00,2022-12-21 05:30:00+00:00,2
SBER,range,2022-12-21 06:00:00+00:00,2022-12-26 19:30:00+00:00,268
SBER,trend,2022-12-26 20:00:00+00:00,2022-12-27 06:00:00+00:00,21
SBER,range,2022-12-27 06:30:00+00:00,2022-12-30 03:00:00+00:00,138
SBER,trend,2022-12-30 03:30:00+00:00,2022-12-30 06:00:00+00:00,6
SBER,range,2022-12-30 06:30:00+00:00,2023-01-10 05:30:00+00:00,527
SBER,trend,2023-01-10 06:00:00+00:00,2023-01-10 06:00:00+00:00,1
SBER,range,2023-01-10 06:30:00+00:00,2023-01-11 14:00:00+00:00,64
SBER,trend,2023-01-11 14:30:00+00:00,2023-01-12 06:00:00+00:00,32
SBER,range,2023-01-12 06:30:00+00:00,2023-01-12 09:30:00+00:00,7
SBER,trend,2023-01-12 10:00:00+00:00,2023-01-12 10:00:00+00:00,1
SBER,range,2023-01-12 10:30:00+00:00,2023-01-12 11:30:00+00:00,3
SBER,trend,2023-01-12 12:00:00+00:00,2023-01-12 13:00:00+00:00,3
SBER,range,2023-01-12 13:30:00+00:00,2023-01-12 17:00:00+00:00,8
SBER,trend,2023-01-12 17:30:00+00:00,2023-01-12 21:30:00+00:00,9
SBER,range,2023-01-12 22:00:00+00:00,2023-01-12 22:00:00+00:00,1
SBER,trend,2023-01-12 22:30:00+00:00,2023-01-12 22:30:00+00:00,1
SBER,range,2023-01-12 23:00:00+00:00,2023-01-12 23:00:00+00:00,1
SBER,trend,2023-01-12 23:30:00+00:00,2023-01-13 06:00:00+00:00,14
SBER,range,2023-01-13 06:30:00+00:00,2023-01-13 20:30:00+00:00,29
SBER,trend,2023-01-13 21:00:00+00:00,2023-01-14 06:00:00+00:00,19
SBER,range,2023-01-14 06:30:00+00:00,2023-01-17 04:30:00+00:00,141
SBER,trend,2023-01-17 05:00:00+00:00,2023-01-17 06:00:00+00:00,3
SBER,range,2023-01-17 06:30:00+00:00,2023-01-18 05:00:00+00:00,46
SBER,trend,2023-01-18 05:30:00+00:00,2023-01-18 06:00:00+00:00,2
SBER,range,2023-01-18 06:30:00+00:00,2023-01-24 01:30:00+00:00,279
SBER,trend,2023-01-24 02:00:00+00:00,2023-01-24 05:00:00+00:00,7
SBER,range,2023-01-24 05:30:00+00:00,2023-01-24 05:30:00+00:00,1
SBER,trend,2023-01-24 06:00:00+00:00,2023-01-24 06:00:00+00:00,1
SBER,range,2023-01-24 06:30:00+00:00,2023-01-31 18:00:00+00:00,360
SBER,trend,2023-01-31 18:30:00+00:00,2023-02-01 06:00:00+00:00,24
SBER,range,2023-02-01 06:30:00+00:00,2023-02-02 05:30:00+00:00,47
SBER,trend,2023-02-02 06:00:00+00:00,2023-02-02 06:00:00+00:00,1
SBER,range,2023-02-02 06:30:00+00:00,2023-02-03 00:30:00+00:00,37
SBER,trend,2023-02-03 01:00:00+00:00,2023-02-03 06:00:00+00:00,11
SBER,range,2023-02-03 06:30:00+00:00,2023-02-04 01:30:00+00:00,39
SBER,trend,2023-02-04 02:00:00+00:00,2023-02-04 06:00:00+00:00,9
SBER,range,2023-02-04 06:30:00+00:00,2023-02-06 17:30:00+00:00,119
SBER,trend,2023-02-06 18:00:00+00:00,2023-02-07 06:00:00+00:00,25
SBER,range,2023-02-07 06:30:00+00:00,2023-02-07 09:30:00+00:00,7
SBER,high_vol,2023-02-07 10:00:00+00:00,2023-02-07 10:30:00+00:00,2
SBER,range,2023-02-07 11:00:00+00:00,2023-02-09 05:00:00+00:00,85
SBER,trend,2023-02-09 05:30:00+00:00,2023-02-09 05:30:00+00:00,1
SBER,range,2023-02-09 06:00:00+00:00,2023-02-10 01:30:00+00:00,40
SBER,trend,2023-02-10 02:00:00+00:00,2023-02-10 04:00:00+00:00,5
SBER,range,2023-02-10 04:30:00+00:00,2023-02-10 04:30:00+00:00,1
SBER,trend,2023-02-10 05:00:00+00:00,2023-02-10 06:00:00+00:00,3
SBER,range,2023-02-10 06:30:00+00:00,2023-02-14 20:00:00+00:00,220
SBER,trend,2023-02-14 20:30:00+00:00,2023-02-15 06:00:00+00:00,20
SBER,range,2023-02-15 06:30:00+00:00,2023-02-15 18:00:00+00:00,24
SBER,trend,2023-02-15 18:30:00+00:00,2023-02-15 21:30:00+00:00,7
SBER,range,2023-02-15 22:00:00+00:00,2023-02-16 03:30:00+00:00,12
SBER,trend,2023-02-16 04:00:00+00:00,2023-02-16 06:00:00+00:00,5
SBER,range,2023-02-16 06:30:00+00:00,2023-02-21 19:00:00+00:00,266
SBER,trend,2023-02-21 19:30:00+00:00,2023-02-22 06:00:00+00:00,22
SBER,range,2023-02-22 06:30:00+00:00,2023-02-27 16:30:00+00:00,261
SBER,trend,2023-02-27 17:00:00+00:00,2023-02-28 06:00:00+00:00,27
SBER,range,2023-02-28 06:30:00+00:00,2023-02-28 09:30:00+00:00,7
SBER,trend,2023-02-28 10:00:00+00:00,2023-02-28 10:00:00+00:00,1
SBER,range,2023-02-28 10:30:00+00:00,2023-02-28 23:00:00+00:00,26
SBER,trend,2023-02-28 23:30:00+00:00,2023-03-01 06:00:00+00:00,14
SBER,range,2023-03-01 06:30:00+00:00,2023-03-02 04:00:00+00:00,44
SBER,trend,2023-03-02 04:30:00+00:00,2023-03-02 06:00:00+00:00,4
SBER,range,2023-03-02 06:30:00+00:00,2023-03-03 23:00:00+00:00,82
SBER,trend,2023-03-03 23:30:00+00:00,2023-03-04 06:00:00+00:00,14
SBER,range,2023-03-04 06:30:00+00:00,2023-03-07 22:00:00+00:00,176
SBER,trend,2023-03-07 22:30:00+00:00,2023-03-08 06:00:00+00:00,16
SBER,range,2023-03-08 06:30:00+00:00,2023-03-14 16:30:00+00:00,309
SBER,trend,2023-03-14 17:00:00+00:00,2023-03-14 20:30:00+00:00,8
SBER,range,2023-03-14 21:00:00+00:00,2023-03-15 00:00:00+00:00,7
SBER,trend,2023-03-15 00:30:00+00:00,2023-03-15 01:00:00+00:00,2
SBER,range,2023-03-15 01:30:00+00:00,2023-03-15 01:30:00+00:00,1
SBER,trend,2023-03-15 02:00:00+00:00,2023-03-15 06:00:00+00:00,9
SBER,range,2023-03-15 06:30:00+00:00,2023-03-17 09:30:00+00:00,103
SBER,high_vol,2023-03-17 10:00:00+00:00,2023-03-17 11:00:00+00:00,3
SBER,trend,2023-03-17 11:30:00+00:00,2023-03-17 13:00:00+00:00,4
SBER,range,2023-03-17 13:30:00+00:00,2023-03-17 13:30:00+00:00,1
SBER,high_vol,2023-03-17 14:00:00+00:00,2023-03-17 18:00:00+00:00,9
SBER,trend,2023-03-17 18:30:00+00:00,2023-03-17 18:30:00+00:00,1
SBER,high_vol,2023-03-17 19:00:00+00:00,2023-03-17 19:00:00+00:00,1
SBER,trend,2023-03-17 19:30:00+00:00,2023-03-18 06:00:00+00:00,22
SBER,range,2023-03-18 06:30:00+00:00,2023-03-20 16:30:00+00:00,117
SBER,trend,2023-03-20 17:00:00+00:00,2023-03-21 00:30:00+00:00,16
SBER,range,2023-03-21 01:00:00+00:00,2023-03-21 05:00:00+00:00,9
SBER,trend,2023-03-21 05:30:00+00:00,2023-03-21 06:00:00+00:00,2
SBER,range,2023-03-21 06:30:00+00:00,2023-03-21 10:00:00+00:00,8
SBER,high_vol,2023-03-21 10:30:00+00:00,2023-03-21 11:00:00+00:00,2
SBER,range,2023-03-21 11:30:00+00:00,2023-03-21 16:30:00+00:00,11
SBER,trend,2023-03-21 17:00:00+00:00,2023-03-21 18:30:00+00:00,4
SBER,range,2023-03-21 19:00:00+00:00,2023-03-22 05:30:00+00:00,22
SBER,trend,2023-03-22 06:00:00+00:00,2023-03-22 06:00:00+00:00,1
SBER,range,2023-03-22 06:30:00+00:00,2023-03-27 16:30:00+00:00,261
SBER,trend,2023-03-27 17:00:00+00:00,2023-03-28 06:00:00+00:00,27
SBER,range,2023-03-28 06:30:00+00:00,2023-03-28 09:30:00+00:00,7
SBER,trend,2023-03-28 10:00:00+00:00,2023-03-28 11:30:00+00:00,4
SBER,range,2023-03-28 12:00:00+00:00,2023-03-28 18:00:00+00:00,13
SBER,trend,2023-03-28 18:30:00+00:00,2023-03-29 06:00:00+00:00,24
SBER,range,2023-03-29 06:30:00+00:00,2023-03-29 09:30:00+00:00,7
SBER,trend,2023-03-29 10:00:00+00:00,2023-03-29 13:00:00+00:00,7
SBER,range,2023-03-29 13:30:00+00:00,2023-03-29 13:30:00+00:00,1
SBER,trend,2023-03-29 14:00:00+00:00,2023-03-29 19:30:00+00:00,12
SBER,range,2023-03-29 20:00:00+00:00,2023-03-29 20:00:00+00:00,1
SBER,trend,2023-03-29 20:30:00+00:00,2023-03-30 06:00:00+00:00,20
SBER,range,2023-03-30 06:30:00+00:00,2023-04-05 02:00:00+00:00,280
SBER,trend,2023-04-05 02:30:00+00:00,2023-04-05 06:00:00+00:00,8
SBER,range,2023-04-05 06:30:00+00:00,2023-04-10 18:00:00+00:00,264
SBER,trend,2023-04-10 18:30:00+00:00,2023-04-11 06:00:00+00:00,24
SBER,range,2023-04-11 06:30:00+00:00,2023-04-12 04:30:00+00:00,45
SBER,trend,2023-04-12 05:00:00+00:00,2023-04-12 06:00:00+00:00,3
SBER,range,2023-04-12 06:30:00+00:00,2023-04-14 22:30:00+00:00,129
SBER,trend,2023-04-14 23:00:00+00:00,2023-04-15 06:00:00+00:00,15
SBER,range,2023-04-15 06:30:00+00:00,2023-04-17 19:00:00+00:00,122
SBER,trend,2023-04-17 19:30:00+00:00,2023-04-18 06:00:00+00:00,22
SBER,range,2023-04-18 06:30:00+00:00,2023-04-18 17:00:00+00:00,22
SBER,trend,2023-04-18 17:30:00+00:00,2023-04-19 06:00:00+00:00,26
SBER,range,2023-04-19 06:30:00+00:00,2023-04-19 09:30:00+00:00,7
SBER,trend,2023-04-19 10:00:00+00:00,2023-04-19 10:00:00+00:00,1
SBER,range,2023-04-19 10:30:00+00:00,2023-04-19 12:00:00+00:00,4
SBER,trend,2023-04-19 12:30:00+00:00,2023-04-19 16:00:00+00:00,8
SBER,range,2023-04-19 16:30:00+00:00,2023-04-20 05:30:00+00:00,27
SBER,trend,2023-04-20 06:00:00+00:00,2023-04-20 06:00:00+00:00,1
SBER,range,2023-04-20 06:30:00+00:00,2023-04-20 22:30:00+00:00,33
SBER,trend,2023-04-20 23:00:00+00:00,2023-04-21 06:00:00+00:00,15
SBER,range,2023-04-21 06:30:00+00:00,2023-04-27 19:30:00+00:00,315
SBER,trend,2023-04-27 20:00:00+00:00,2023-04-28 06:00:00+00:00,21
SBER,range,2023-04-28 06:30:00+00:00,2023-04-28 09:30:00+00:00,7
SBER,trend,2023-04-28 10:00:00+00:00,2023-04-28 12:30:00+00:00,6
SBER,range,2023-04-28 13:00:00+00:00,2023-05-04 02:30:00+00:00,268
SBER,trend,2023-05-04 03:00:00+00:00,2023-05-04 05:00:00+00:00,5
SBER,range,2023-05-04 05:30:00+00:00,2023-05-04 05:30:00+00:00,1
